,index,population,count_intersections,streets_per_node_avg,betweenness_centrality_avg,primary_length_total_ext,highway_length_total_ext,fraction_oneway_ext,N_BFA,N_OtherServices,N_Retail,N_Est_Mfg,N_Est_BFA,N_Est_RW,N_Emp_Mfg,N_Emp_BFA,N_Emp_RW,N_Emp_Tot,Prin1,Prin2,Prin3,Prin4,Prin5,Prin6,Prin7,kopt+0_Clusters,kopt+1_Clusters,kopt+2_Clusters,lat,lon,utm_n,utm_e,geometry,nanostore_count,grid_geometry
168,1748,15466,133,3.311111111,0.056647007,1543.363155,0.0,0.295511207,39,10,19,30.0,15.0,82.0,7490.0,1557.0,3598.0,88505.0,-3.36298547877,6.29431145257,-6.97062753626,1.76356408031,-2.43521605678,-0.756255893133,1.9121508474000002,5,5,7,-12.10285832,-76.99948127,8661276.063,282380.8033,POINT (-76.99948127 -12.10285832),154.0,"POLYGON ((281880.5992021044 -1339223.934780915, 282880.5992021044 -1339223.934780915, 282880.5992021044 -1338223.934780915, 281880.5992021044 -1338223.934780915, 281880.5992021044 -1339223.934780915))"
169,1749,14396,90,3.3444444439999996,0.075446885,0.0,0.0,0.519334808,6,5,6,30.0,15.0,82.0,7490.0,1557.0,3598.0,88505.0,0.265897321143,2.33541125593,-1.89809102415,-1.10339078974,-0.997257446848,5.997545809330001,2.88806418452,4,0,0,-12.10292432,-76.99029716,8661276.063,283380.8033,POINT (-76.99029716 -12.10292432),58.0,"POLYGON ((282880.6020779455 -1339223.934323286, 283880.6020779455 -1339223.934323286, 283880.6020779455 -1338223.934323286, 282880.6020779455 -1338223.934323286, 282880.6020779455 -1339223.934323286))"
170,1750,11423,68,3.2941176469999998,0.043246335,0.0,4299.743749,0.71427754,0,4,0,354.0,47.0,618.0,170466.0,11739.0,81066.0,596481.0,-28.4892247983,-29.182475023800002,5.073996987569999,8.92349521043,21.870267125199998,4.47695570641,-5.12288675607,3,1,1,-12.10299002,-76.981113,8661276.063,284380.8033,POINT (-76.98111299999999 -12.10299002),16.0,"POLYGON ((283880.6045511116 -1339223.934244833, 284880.6045511116 -1339223.934244833, 284880.6045511116 -1338223.934244833, 283880.6045511116 -1338223.934244833, 283880.6045511116 -1339223.934244833))"
171,1751,14303,105,3.036036036,0.077988414,0.0,0.0,0.401469464,21,16,17,192.0,31.0,350.0,88978.0,6648.0,42332.0,342493.0,-14.281250098,-11.2480642612,-1.40981075607,-1.7831131470099997,-3.1916251281200005,0.575578246014,-4.9219243515099995,2,3,5,-12.10305542,-76.97192879,8661276.063,285380.8033,POINT (-76.97192879000001 -12.10305542),26.0,"POLYGON ((284880.6066485163 -1339223.934546233, 285880.6066485163 -1339223.934546233, 285880.6066485163 -1338223.934546233, 284880.6066485163 -1338223.934546233, 284880.6066485163 -1339223.934546233))"
172,1752,12253,71,2.933333333,0.12333456699999999,1384.271961,0.0,0.11922480099999999,9,1,5,162.0,16.0,268.0,81488.0,5091.0,38734.0,253988.0,-5.709932284010001,-12.168191265699999,3.02424969445,-5.63346571796,-1.60047651211,-5.95759620016,-1.7274716882799999,2,3,5,-12.10312051,-76.96274452,8661276.063,286380.8033,POINT (-76.96274452 -12.10312051),25.0,"POLYGON ((285880.6094778958 -1339223.934113954, 286880.6094778958 -1339223.934113954, 286880.6094778958 -1338223.934113954, 285880.6094778958 -1338223.934113954, 285880.6094778958 -1339223.934113954))"
173,1753,6786,25,3.192307692,0.10333333300000001,0.0,0.0,0.34393510899999996,5,4,4,185.0,22.0,321.0,92583.0,6196.0,45187.0,330145.0,-8.87984208275,-15.3926672263,1.74427432501,-3.8670506421800006,-2.17972705737,1.78695972101,-3.4498824185300005,2,3,5,-12.10318531,-76.95356019,8661276.063,287380.8033,POINT (-76.95356019 -12.10318531),39.0,"POLYGON ((286880.6130820825 -1339223.935161557, 287880.6130820825 -1339223.935161557, 287880.6130820825 -1338223.935161557, 286880.6130820825 -1338223.935161557, 286880.6130820825 -1339223.935161557))"
174,1754,4903,181,3.132978723,0.053226204000000006,0.0,0.0,0.309884308,6,2,6,185.0,22.0,321.0,92583.0,6196.0,45187.0,330145.0,-10.23768336,-11.769868280999999,5.03181379905,5.40219613652,-3.69612417882,1.1400862752399998,-4.21312337925,2,3,5,-12.10324979,-76.94437582,8661276.063,288380.8033,POINT (-76.94437582 -12.10324979),160.0,"POLYGON ((287880.6152867406 -1339223.934386189, 288880.6152867406 -1339223.934386189, 288880.6152867406 -1338223.934386189, 287880.6152867406 -1338223.934386189, 287880.6152867406 -1339223.934386189))"
175,1755,5675,45,3.0392156860000004,0.112412965,0.0,0.0,0.335241938,0,0,0,23.0,6.0,53.0,11095.0,1105.0,6453.0,76157.0,6.28968903056,-2.28701448593,-0.106160966374,-6.27444237803,0.066222892501,2.50921350975,2.42601057446,1,2,0,-12.10331398,-76.93519139,8661276.063,289380.8033,POINT (-76.93519139 -12.10331398),34.0,"POLYGON ((288880.6183200335 -1339223.935092125, 289880.6183200335 -1339223.935092125, 289880.6183200335 -1338223.935092125, 288880.6183200335 -1338223.935092125, 288880.6183200335 -1339223.935092125))"
176,1761,1979,114,2.942857143,0.065892503,0.0,0.0,0.114964146,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.493585558200001,2.10154423856,1.64114345868,-0.579413089927,-0.573313616385,0.9670943669,1.50716525492,1,2,0,-12.10369271,-76.88008375,8661276.063,295380.8033,POINT (-76.88008375 -12.10369271),146.0,"POLYGON ((294880.6334034315 -1339223.935225191, 295880.6334034315 -1339223.935225191, 295880.6334034315 -1338223.935225191, 294880.6334034315 -1338223.935225191, 294880.6334034315 -1339223.935225191))"
177,1762,2959,79,2.8279569889999996,0.068376925,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7098802165,1.02639776012,2.2502180094299997,-2.84985065793,-0.18358772299400003,-0.298724138471,1.43591310075,1,2,0,-12.10375477,-76.87089897,8661276.063,296380.8033,POINT (-76.87089897 -12.10375477),104.0,"POLYGON ((295880.6352918661 -1339223.935310046, 296880.6352918661 -1339223.935310046, 296880.6352918661 -1338223.935310046, 295880.6352918661 -1338223.935310046, 295880.6352918661 -1339223.935310046))"
178,1763,1865,34,2.8205128210000003,0.11638764300000001,0.0,0.0,0.0,0,0,0,0.0,2.0,0.0,0.0,33.0,0.0,184.0,11.970321543099999,-1.51887181655,0.575077206201,-8.102028357510001,0.35182686292800003,-0.540430689714,1.9550566996,1,2,3,-12.10381652,-76.86171413,8661276.063,297380.8033,POINT (-76.86171413 -12.10381652),4.0,"POLYGON ((296880.6382089977 -1339223.934669273, 297880.6382089977 -1339223.934669273, 297880.6382089977 -1338223.934669273, 296880.6382089977 -1338223.934669273, 296880.6382089977 -1339223.934669273))"
179,1805,10445,68,3.411764706,0.090925719,248.3664676,2396.9967690000003,0.9587146520000001,7,4,1,14.0,7.0,23.0,2803.0,576.0,1292.0,24087.0,0.19429188497400002,2.13659334135,-6.19769545548,0.321803280144,14.8408155908,8.31149718447,5.21140277247,0,6,6,-12.09321331,-77.08206584,8662276.063,273380.8033,POINT (-77.08206584 -12.09321331),1.0,"POLYGON ((272880.5721010116 -1338223.93425365, 273880.5721010116 -1338223.93425365, 273880.5721010116 -1337223.93425365, 272880.5721010116 -1337223.93425365, 272880.5721010116 -1338223.93425365))"
180,1806,22732,101,3.60952381,0.06396209,1141.2659529999999,0.0,0.9438026270000001,36,18,45,27.0,10.0,42.0,11473.0,2997.0,1986.0,75102.0,-9.8938986031,10.382608179,-14.9737830448,0.16527021042,-2.02343035015,4.90462787261,-0.206577283044,6,5,2,-12.09328199,-77.07288253,8662276.063,274380.8033,POINT (-77.07288253 -12.09328199),41.0,"POLYGON ((273880.5752766319 -1338223.934081385, 274880.5752766319 -1338223.934081385, 274880.5752766319 -1337223.934081385, 273880.5752766319 -1337223.934081385, 273880.5752766319 -1338223.934081385))"
181,1807,20840,130,3.348148148,0.053093762999999995,1922.4495530000002,0.0,0.80432621,27,16,8,13.0,3.0,19.0,8670.0,2421.0,694.0,51015.0,-4.54731065153,8.73891633655,-7.20908219896,1.49365465109,-0.742949956443,0.606577017183,4.79511345193,5,5,7,-12.09335037,-77.06369917,8662276.063,275380.8033,POINT (-77.06369917000001 -12.09335037),63.0,"POLYGON ((274880.5778078876 -1338223.934256032, 275880.5778078876 -1338223.934256032, 275880.5778078876 -1337223.934256032, 274880.5778078876 -1337223.934256032, 274880.5778078876 -1338223.934256032))"
182,1808,29853,145,3.421768707,0.058317025,4140.392208,0.0,0.8623736190000001,17,32,19,194.0,41.0,338.0,72648.0,23746.0,44867.0,578906.0,-29.905130978200003,-8.34432873231,-7.031501845189999,3.8628966476199995,-5.048904975919999,-5.34361685685,10.0086978315,3,4,1,-12.09341844,-77.05451575,8662276.063,276380.8033,POINT (-77.05451574999999 -12.09341844),66.0,"POLYGON ((275880.5808022413 -1338223.933663649, 276880.5808022413 -1338223.933663649, 276880.5808022413 -1337223.933663649, 275880.5808022413 -1337223.933663649, 275880.5808022413 -1338223.933663649))"
183,1810,34690,156,3.4358974360000003,0.050029809,1878.37363,0.0,0.826085215,61,40,14,181.0,38.0,319.0,63978.0,21325.0,44173.0,527891.0,-30.4514894646,-4.78624356939,-10.9710406451,2.2609825454599997,-5.4533720290600005,2.3564610448099996,4.757196604830001,3,4,2,-12.09355369,-77.03614874,8662276.063,278380.8033,POINT (-77.03614874 -12.09355369),193.0,"POLYGON ((277880.5872323875 -1338223.934614856, 278880.5872323875 -1338223.934614856, 278880.5872323875 -1337223.934614856, 277880.5872323875 -1337223.934614856, 277880.5872323875 -1338223.934614856))"
184,1811,16029,168,3.384615385,0.042953399999999996,3234.501439,2320.080281,0.842688373,72,84,28,181.0,38.0,319.0,63978.0,21325.0,44173.0,527891.0,-35.703449537,-4.48779333359,-26.6643432952,7.192249148119999,7.107510130569999,-3.4220527129900002,3.7935028778400004,6,4,2,-12.09362085,-77.02696516,8662276.063,279380.8033,POINT (-77.02696516 -12.09362085),194.0,"POLYGON ((278880.5896166704 -1338223.933955169, 279880.5896166704 -1338223.933955169, 279880.5896166704 -1337223.933955169, 278880.5896166704 -1337223.933955169, 278880.5896166704 -1338223.933955169))"
185,1812,15747,153,3.232258065,0.046519135999999996,2178.5467,1755.7608120000002,0.6362918129999999,16,35,12,181.0,38.0,319.0,63978.0,21325.0,44173.0,527891.0,-24.101086231100002,-11.1500857047,-6.791282965880001,6.37036767854,5.4137264715699995,-0.717817518696,6.838553475069999,3,4,1,-12.09368772,-77.01778152,8662276.063,280380.8033,POINT (-77.01778152 -12.09368772),80.0,"POLYGON ((279880.5925882987 -1338223.934744348, 280880.5925882987 -1338223.934744348, 280880.5925882987 -1337223.934744348, 279880.5925882987 -1337223.934744348, 279880.5925882987 -1338223.934744348))"
186,1813,17684,124,3.185483871,0.065801099,0.0,0.0,0.44950351,19,20,11,211.0,53.0,401.0,71468.0,22882.0,47771.0,616396.0,-22.7060435187,-16.2180244135,-1.03620129691,0.730296101019,-5.7936528117799995,5.5543871912,4.024347302980001,3,4,1,-12.09375428,-77.00859782,8662276.063,281380.8033,POINT (-77.00859782000001 -12.09375428),46.0,"POLYGON ((280880.5961577989 -1338223.934770342, 281880.5961577989 -1338223.934770342, 281880.5961577989 -1337223.934770342, 280880.5961577989 -1337223.934770342, 280880.5961577989 -1338223.934770342))"
187,1814,15843,124,3.346456693,0.054428196,1870.774072,0.0,0.45927305700000004,52,28,17,30.0,15.0,82.0,7490.0,1557.0,3598.0,88505.0,-6.887028440369999,7.9359157195700005,-12.611158195,1.32668399528,-2.47763338844,-1.16574008581,2.02471842301,5,5,2,-12.09382053,-76.99941407,8662276.063,282380.8033,POINT (-76.99941407 -12.09382053),147.0,"POLYGON ((281880.5992633605 -1338223.934041921, 282880.5992633605 -1338223.934041921, 282880.5992633605 -1337223.934041921, 281880.5992633605 -1337223.934041921, 281880.5992633605 -1338223.934041921))"
188,1815,14726,122,3.206349206,0.057545315,0.0,0.0,0.310922507,0,3,2,30.0,15.0,82.0,7490.0,1557.0,3598.0,88505.0,1.9949329745900002,2.23530290061,1.88037222605,0.747013953609,-1.19397500031,4.20297099176,2.9186143068,4,0,4,-12.09388649,-76.99023027,8662276.063,283380.8033,POINT (-76.99023027 -12.09388649),25.0,"POLYGON ((282880.6019481241 -1338223.934772579, 283880.6019481241 -1338223.934772579, 283880.6019481241 -1337223.934772579, 282880.6019481241 -1337223.934772579, 282880.6019481241 -1338223.934772579))"
189,1816,11722,54,3.1818181819999998,0.099040722,0.0,107.07963459999999,0.441075545,3,0,0,192.0,31.0,350.0,88978.0,6648.0,42332.0,342493.0,-10.2560158513,-15.1326462986,3.89654944696,-2.97453375084,-1.51538725256,2.70348147883,-1.40751398581,2,3,5,-12.09395214,-76.98104642,8662276.063,284380.8033,POINT (-76.98104642 -12.09395214),21.0,"POLYGON ((283880.6042228563 -1338223.934750188, 284880.6042228563 -1338223.934750188, 284880.6042228563 -1337223.934750188, 283880.6042228563 -1337223.934750188, 283880.6042228563 -1338223.934750188))"
190,1817,14552,75,2.964705882,0.088631838,0.0,0.0,0.441741875,6,7,1,162.0,16.0,268.0,81488.0,5091.0,38734.0,253988.0,-7.7030798285,-10.8803111201,3.1140241070999997,-3.86295121117,-1.2679742896500001,0.566905447697,-2.97373738768,2,3,5,-12.09401749,-76.97186251,8662276.063,285380.8033,POINT (-76.97186250999999 -12.09401749),30.0,"POLYGON ((284880.6072113727 -1338223.935073977, 285880.6072113727 -1338223.935073977, 285880.6072113727 -1337223.935073977, 284880.6072113727 -1337223.935073977, 284880.6072113727 -1338223.935073977))"
191,1819,10010,103,3.230769231,0.070568649,0.0,0.0,0.37685522299999996,19,15,11,185.0,22.0,321.0,92583.0,6196.0,45187.0,330145.0,-13.055965544500001,-11.0102365024,-1.0166379689799998,0.7821362566850001,-3.34785189792,1.89991681357,-5.2610600521699995,2,3,5,-12.09414727,-76.95349454,8662276.063,287380.8033,POINT (-76.95349453999999 -12.09414727),26.0,"POLYGON ((286880.6121551656 -1338223.934573821, 287880.6121551656 -1338223.934573821, 287880.6121551656 -1337223.934573821, 286880.6121551656 -1337223.934573821, 286880.6121551656 -1338223.934573821))"
192,1820,8491,70,3.013157895,0.09278568,0.0,0.0,0.23859899999999998,1,1,2,23.0,6.0,53.0,11095.0,1105.0,6453.0,76157.0,5.68376879694,-0.837640174779,0.910305356248,-4.3663126826,-0.308620130223,1.9101486001099999,1.7599199264400003,1,2,0,-12.09421171,-76.94431047,8662276.063,288380.8033,POINT (-76.94431047 -12.09421171),72.0,"POLYGON ((287880.6152610782 -1338223.934849879, 288880.6152610782 -1338223.934849879, 288880.6152610782 -1337223.934849879, 287880.6152610782 -1337223.934849879, 287880.6152610782 -1338223.934849879))"
193,1821,8497,11,2.8461538460000004,0.12995338,0.0,0.0,0.01538562,1,0,0,23.0,6.0,53.0,11095.0,1105.0,6453.0,76157.0,8.67670621324,-3.8896670627599996,1.23117291326,-10.3352464237,0.357257951039,-0.39654516860600003,1.6700752625400002,1,2,3,-12.09427584,-76.93512635,8662276.063,289380.8033,POINT (-76.93512635 -12.09427584),7.0,"POLYGON ((288880.6180918611 -1338223.934376461, 289880.6180918611 -1338223.934376461, 289880.6180918611 -1337223.934376461, 288880.6180918611 -1337223.934376461, 288880.6180918611 -1338223.934376461))"
194,1822,5209,67,3.1029411760000003,0.08887381300000001,0.0,0.0,0.291021265,0,0,0,23.0,6.0,53.0,11095.0,1105.0,6453.0,76157.0,5.79299034184,-1.10020278191,0.618864637169,-3.11920802875,-0.43571551336000003,2.9316089971399997,2.2037538554599996,1,2,0,-12.09433967,-76.92594218,8662276.063,290380.8033,POINT (-76.92594218000001 -12.09433967),12.0,"POLYGON ((289880.6206823353 -1338223.934260619, 290880.6206823353 -1338223.934260619, 290880.6206823353 -1337223.934260619, 289880.6206823353 -1337223.934260619, 289880.6206823353 -1338223.934260619))"
195,1826,1469,101,2.983333333,0.057504865999999995,0.0,0.0,0.0,0,0,0,23.0,6.0,53.0,11095.0,1105.0,6453.0,76157.0,7.38495220915,-0.796978632571,2.8691417640099997,0.341617811612,-1.22939260275,0.84588535391,1.21851408736,4,0,0,-12.09459197,-76.88920499,8662276.063,294380.8033,POINT (-76.88920499 -12.09459197),76.0,"POLYGON ((293880.6302529585 -1338223.935166266, 294880.6302529585 -1338223.935166266, 294880.6302529585 -1337223.935166266, 293880.6302529585 -1337223.935166266, 293880.6302529585 -1338223.935166266))"
196,1827,1689,227,3.015748032,0.054043455,0.0,0.0,0.02113812,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.60689209463,4.4802684694,3.27486141593,4.935157643859999,-1.8616032451299998,0.951620895151,0.972621329621,4,0,4,-12.09465428,-76.88002056,8662276.063,295380.8033,POINT (-76.88002056000001 -12.09465428),124.0,"POLYGON ((294880.6331192501 -1338223.934628282, 295880.6331192501 -1338223.934628282, 295880.6331192501 -1337223.934628282, 294880.6331192501 -1337223.934628282, 294880.6331192501 -1338223.934628282))"
197,1870,7609,102,3.01754386,0.074296638,686.1192238,0.0,0.319804649,20,13,8,14.0,7.0,23.0,2803.0,576.0,1292.0,24087.0,3.26371348375,3.73151819481,-4.81053403144,-2.13372995529,-0.8573172022259999,-0.17536707344799998,1.82710982787,4,0,0,-12.08410705,-77.09117887,8663276.063,272380.8033,POINT (-77.09117886999999 -12.08410705),0.0,"POLYGON ((271880.5688853806 -1337223.933605713, 272880.5688853806 -1337223.933605713, 272880.5688853806 -1336223.933605713, 271880.5688853806 -1336223.933605713, 271880.5688853806 -1337223.933605713))"
198,1871,13644,116,2.992125984,0.051945007,1509.1175050000002,0.0,0.430669642,22,2,10,14.0,7.0,23.0,2803.0,576.0,1292.0,24087.0,1.8471347613900002,5.53534786066,-2.50729346786,-0.229106586622,-0.546698882447,-2.31124782336,3.4016928268199997,5,5,7,-12.08417598,-77.08199592,8663276.063,273380.8033,POINT (-77.08199592 -12.08417598),3.0,"POLYGON ((272880.5724985405 -1337223.933427034, 273880.5724985405 -1337223.933427034, 273880.5724985405 -1336223.933427034, 272880.5724985405 -1336223.933427034, 272880.5724985405 -1337223.933427034))"
199,1872,22173,144,3.21192053,0.053811280999999996,1415.17705,0.0,0.460873672,12,9,12,37.0,12.0,62.0,14288.0,3432.0,2437.0,98522.0,-3.0911547741799996,5.5111847673800005,-1.9160344071700002,1.27298434855,-1.3507099266,-0.174029201875,3.73928185176,5,5,7,-12.08424461,-77.07281292,8663276.063,274380.8033,POINT (-77.07281292 -12.08424461),1.0,"POLYGON ((273880.5754411661 -1337223.933568765, 274880.5754411661 -1337223.933568765, 274880.5754411661 -1336223.933568765, 273880.5754411661 -1336223.933568765, 273880.5754411661 -1337223.933568765))"
200,1873,24324,168,3.289017341,0.051125764000000004,3878.910628,0.0,0.735314515,23,11,20,23.0,5.0,39.0,11485.0,2856.0,1145.0,74435.0,-6.8307513257000005,10.0164636734,-6.761297603180001,3.3909217300200005,-1.12458211092,-7.11976326373,6.57977372029,5,5,7,-12.08431294,-77.06362986,8663276.063,275380.8033,POINT (-77.06362986000001 -12.08431294),40.0,"POLYGON ((274880.578829077 -1337223.934023377, 275880.578829077 -1337223.934023377, 275880.578829077 -1336223.934023377, 274880.578829077 -1336223.934023377, 274880.578829077 -1337223.934023377))"
201,1874,24411,126,3.2740740739999996,0.06517163599999999,165.84623969999998,0.0,0.8171501290000001,14,13,15,385.0,81.0,677.0,139441.0,45506.0,89491.0,1130217.0,-44.7735569405,-34.7324228553,3.2955043892799996,2.57250180178,-9.20928322363,8.888356423160001,7.75986599055,3,1,1,-12.08438096,-77.05444675,8663276.063,276380.8033,POINT (-77.05444675 -12.08438096),119.0,"POLYGON ((275880.5815919649 -1337223.933693397, 276880.5815919649 -1337223.933693397, 276880.5815919649 -1336223.933693397, 275880.5815919649 -1336223.933693397, 275880.5815919649 -1337223.933693397))"
202,1875,24593,134,3.4444444439999997,0.06229421,0.0,0.0,0.8786273809999999,35,14,16,208.0,46.0,351.0,70854.0,24413.0,45107.0,560268.0,-26.2045239603,-11.9183814995,-4.14396937363,1.80167921716,-5.5340764041699995,9.71607814297,4.37742061863,3,4,1,-12.08444868,-77.04526359,8663276.063,277380.8033,POINT (-77.04526359 -12.08444868),165.0,"POLYGON ((276880.5837651278 -1337223.933685959, 277880.5837651278 -1337223.933685959, 277880.5837651278 -1336223.933685959, 276880.5837651278 -1336223.933685959, 276880.5837651278 -1337223.933685959))"
203,1876,24274,133,3.766917293,0.060075153,0.0,0.0,0.998411842,142,57,55,208.0,46.0,351.0,70854.0,24413.0,45107.0,560268.0,-40.588598757199996,-2.37102089037,-31.4121403806,1.10955370803,-8.908007346649999,11.1664981251,-4.69090919103,6,7,8,-12.0845161,-77.03608036,8663276.063,278380.8033,POINT (-77.03608036 -12.0845161),509.0,"POLYGON ((277880.5875532485 -1337223.933985534, 278880.5875532485 -1337223.933985534, 278880.5875532485 -1336223.933985534, 277880.5875532485 -1336223.933985534, 277880.5875532485 -1337223.933985534))"
204,1877,20804,145,3.3513513510000004,0.067689405,0.0,2135.809059,0.833735762,42,12,27,285.0,52.0,484.0,88069.0,25137.0,59693.0,646166.0,-31.6996723762,-18.190757931,-5.79175545803,4.42204341601,6.3893667040799995,8.34897984166,1.29752337043,3,1,1,-12.08458322,-77.02689709,8663276.063,279380.8033,POINT (-77.02689709000001 -12.08458322),323.0,"POLYGON ((278880.5897165765 -1337223.934617227, 279880.5897165765 -1337223.934617227, 279880.5897165765 -1336223.934617227, 278880.5897165765 -1336223.934617227, 278880.5897165765 -1337223.934617227))"
205,1878,20867,219,3.319634703,0.041275716000000004,0.0,0.0,0.624209981,56,20,12,285.0,52.0,484.0,88069.0,25137.0,59693.0,646166.0,-31.229608110500003,-15.3105462708,-3.02735341702,6.386760508969999,-7.50304152527,6.853796292509999,1.0357099903,3,1,1,-12.08465003,-77.01771375,8663276.063,280380.8033,POINT (-77.01771375 -12.08465003),160.0,"POLYGON ((279880.5935404961 -1337223.934451097, 280880.5935404961 -1337223.934451097, 280880.5935404961 -1336223.934451097, 279880.5935404961 -1336223.934451097, 279880.5935404961 -1337223.934451097))"
206,1879,21658,135,3.185714286,0.054748499000000006,2715.8018039999997,1338.566134,0.43835102,29,15,24,288.0,59.0,534.0,88683.0,23606.0,62357.0,702294.0,-31.3237674223,-18.864990322,-2.67552056741,4.9460257924199995,1.45472586808,-4.22388701206,4.9469554867,3,1,1,-12.08471654,-77.00853037,8663276.063,281380.8033,POINT (-77.00853037 -12.08471654),202.0,"POLYGON ((280880.5957935302 -1337223.934618453, 281880.5957935302 -1337223.934618453, 281880.5957935302 -1336223.934618453, 280880.5957935302 -1336223.934618453, 280880.5957935302 -1337223.934618453))"
207,1880,21764,154,3.163522013,0.065366616,2519.000036,2292.8374329999997,0.509286578,12,8,17,113.0,22.0,237.0,29815.0,2293.0,19419.0,189489.0,-9.97700061168,-0.8073851016600001,-2.89839766367,4.19646312207,12.027210338800002,-4.61003552164,3.3678364081599996,0,6,6,-12.08478274,-76.99934693,8663276.063,282380.8033,POINT (-76.99934693 -12.08478274),268.0,"POLYGON ((281880.598672242 -1337223.933997544, 282880.598672242 -1337223.933997544, 282880.598672242 -1336223.933997544, 281880.598672242 -1336223.933997544, 281880.598672242 -1337223.933997544))"
208,1881,12058,118,3.2033898310000004,0.055597390999999996,597.6239264999999,400.8192377,0.308968823,17,16,9,30.0,15.0,82.0,7490.0,1557.0,3598.0,88505.0,-0.8333400676870001,3.54726514124,-4.37561179942,1.2154771042499999,0.657773061746,1.8324092775299998,2.1226267632599995,5,5,7,-12.08484865,-76.99016344,8663276.063,283380.8033,POINT (-76.99016344 -12.08484865),124.0,"POLYGON ((282880.6011308893 -1337223.934809895, 283880.6011308893 -1337223.934809895, 283880.6011308893 -1336223.934809895, 282880.6011308893 -1336223.934809895, 282880.6011308893 -1337223.934809895))"
209,1882,11552,123,3.048,0.052187779000000004,1602.277092,6547.262110000001,0.316374859,13,2,15,423.0,39.0,465.0,134042.0,7583.0,62050.0,466979.0,-23.755958859499998,-23.3015989971,1.7389039295099997,11.4743830754,35.7696714395,-4.799103772860001,-6.11070473556,0,6,6,-12.08491425,-76.98097989,8663276.063,284380.8033,POINT (-76.98097989 -12.08491425),94.0,"POLYGON ((283880.6042690971 -1337223.934835493, 284880.6042690971 -1337223.934835493, 284880.6042690971 -1336223.934835493, 283880.6042690971 -1336223.934835493, 283880.6042690971 -1337223.934835493))"
210,1883,11024,67,3.086956522,0.070221145,569.0408094,451.1096691000001,0.445368265,18,16,8,185.0,22.0,321.0,92583.0,6196.0,45187.0,330145.0,-13.1605343489,-12.0181614083,-1.38570632023,-0.7893665777609999,0.208226446135,-0.585751030826,-3.7456111945699995,2,3,5,-12.08497954,-76.97179629,8663276.063,285380.8033,POINT (-76.97179629 -12.08497954),46.0,"POLYGON ((284880.6070250357 -1337223.934082991, 285880.6070250357 -1337223.934082991, 285880.6070250357 -1336223.934082991, 284880.6070250357 -1336223.934082991, 284880.6070250357 -1337223.934082991))"
211,1885,9038,52,3.245283019,0.093770454,0.0,0.0,0.368261326,0,0,0,185.0,22.0,321.0,92583.0,6196.0,45187.0,330145.0,-8.91346948541,-14.763022053299999,4.21884922185,-1.86206643638,-2.21514632587,2.52796879968,-2.6571136441,2,3,5,-12.08510923,-76.95342893,8663276.063,287380.8033,POINT (-76.95342893 -12.08510923),1.0,"POLYGON ((286880.6126186467 -1337223.934664185, 287880.6126186467 -1337223.934664185, 287880.6126186467 -1336223.934664185, 286880.6126186467 -1336223.934664185, 286880.6126186467 -1337223.934664185))"
212,1886,7364,28,2.96875,0.085551075,0.0,0.0,0.35552169299999997,0,1,1,23.0,6.0,53.0,11095.0,1105.0,6453.0,76157.0,5.701968311849999,-1.57102258241,0.28231901940299997,-5.5232860683,0.261540998662,2.20931019497,2.17402996177,1,2,0,-12.08517362,-76.94424517,8663276.063,288380.8033,POINT (-76.94424517 -12.08517362),29.0,"POLYGON ((287880.6155022042 -1337223.934892924, 288880.6155022042 -1337223.934892924, 288880.6155022042 -1336223.934892924, 287880.6155022042 -1336223.934892924, 287880.6155022042 -1337223.934892924))"
213,1887,6253,52,2.671641791,0.107490519,0.0,0.0,0.318008009,1,0,0,23.0,6.0,53.0,11095.0,1105.0,6453.0,76157.0,7.36864883543,-3.1228263334400004,1.32793895486,-8.31060399916,0.6821586057250001,-0.456806739528,2.12775630731,1,2,3,-12.085237699999999,-76.93506136,8663276.063,289380.8033,POINT (-76.93506136000001 -12.0852377),8.0,"POLYGON ((288880.6181113682 -1337223.934346367, 289880.6181113682 -1337223.934346367, 289880.6181113682 -1336223.934346367, 288880.6181113682 -1336223.934346367, 288880.6181113682 -1337223.934346367))"
214,1888,4555,88,3.049019608,0.077326733,2065.1794210000003,0.0,0.319632033,4,9,9,23.0,6.0,53.0,11095.0,1105.0,6453.0,76157.0,2.6243689264400003,1.3596784593200002,-3.3248067162299995,-1.0129426458,-0.76970926262,-4.85210393003,3.94089003007,5,5,7,-12.08530149,-76.9258775,8663276.063,290380.8033,POINT (-76.9258775 -12.08530149),60.0,"POLYGON ((289880.6204887487 -1337223.935237929, 290880.6204887487 -1337223.935237929, 290880.6204887487 -1336223.935237929, 289880.6204887487 -1336223.935237929, 289880.6204887487 -1337223.935237929))"
